"","Stabr","area_name","Unemployed_2019","Employed_2019","Civilian_labor_force_2019","Unemployed_2018","Employed_2018","Civilian_labor_force_2018","Unemployed_2017","Employed_2017","Civilian_labor_force_2017","Unemployed_2016","Employed_2016","Civilian_labor_force_2016"
"254","CO","Alamosa County, CO",313,8413,8726,334,8232,8566,277,7855,8132,322,"7,640","7,962"
"255","CO","Arapahoe County, CO",9930,358574,368504,11139,349003,360142,9641,340529,350170,10543,"329,761","340,304"
"256","CO","Archuleta County, CO",220,6717,6937,229,6640,6869,199,6412,6611,209,"6,151","6,360"
"257","CO","Baca County, CO",37,2138,2175,39,2133,2172,34,2085,2119,36,"2,055","2,091"
"258","CO","Bent County, CO",56,1863,1919,60,1847,1907,53,1870,1923,57,"1,793","1,850"
"259","CO","Boulder County, CO",4640,192351,196991,5283,187527,192810,4456,181964,186420,4823,"175,874","180,697"
"260","CO","Broomfield County/city, CO",992,39528,40520,1116,38465,39581,996,37505,38501,1063,"35,684","36,747"
"261","CO","Chaffee County, CO",235,9636,9871,251,9369,9620,216,9079,9295,234,"8,600","8,834"
"262","CO","Cheyenne County, CO",19,1154,1173,20,1120,1140,20,1112,1132,24,"1,056","1,080"
"263","CO","Clear Creek County, CO",150,5960,6110,175,5802,5977,151,5712,5863,181,"5,500","5,681"
"264","CO","Conejos County, CO",152,4013,4165,168,3930,4098,162,3759,3921,183,"3,585","3,768"
"265","CO","Costilla County, CO",74,1814,1888,79,1762,1841,64,1757,1821,83,"1,644","1,727"
"266","CO","Crowley County, CO",65,1460,1525,63,1430,1493,45,1424,1469,50,"1,371","1,421"
"267","CO","Custer County, CO",63,2025,2088,74,2009,2083,61,1970,2031,63,"1,953","2,016"
"268","CO","Delta County, CO",484,14035,14519,560,13852,14412,550,13721,14271,686,"13,263","13,949"
"269","CO","Denver County/city, CO",11348,409974,421322,12568,399026,411594,10849,387741,398590,11948,"372,773","384,721"
"270","CO","Dolores County, CO",35,1129,1164,32,1116,1148,33,1095,1128,42,"1,029","1,071"
"271","CO","Douglas County, CO",4662,191586,196248,5266,186463,191729,4364,180221,184585,4733,"172,638","177,371"
"272","CO","Eagle County, CO",832,36241,37073,942,35195,36137,802,33970,34772,926,"32,770","33,696"
"273","CO","Elbert County, CO",335,15009,15344,406,14628,15034,346,14033,14379,358,"13,428","13,786"
"274","CO","El Paso County, CO",11282,331453,342735,12709,322516,335225,10533,314855,325388,11810,"302,644","314,454"
"275","CO","Fremont County, CO",703,14548,15251,759,14295,15054,635,14314,14949,761,"13,936","14,697"
"276","CO","Garfield County, CO",889,32021,32910,996,31380,32376,902,30597,31499,1083,"29,888","30,971"
"277","CO","Gilpin County, CO",88,3732,3820,91,3633,3724,72,3525,3597,83,"3,398","3,481"
"278","CO","Grand County, CO",213,9765,9978,256,9656,9912,213,9319,9532,247,"8,934","9,181"
"279","CO","Gunnison County, CO",248,11346,11594,273,11076,11349,215,10463,10678,233,"9,894","10,127"
"280","CO","Hinsdale County, CO",16,422,438,12,432,444,11,462,473,11,"436","447"
"281","CO","Huerfano County, CO",146,2396,2542,165,2419,2584,146,2404,2550,158,"2,341","2,499"
"282","CO","Jackson County, CO",23,980,1003,26,963,989,17,942,959,24,"867","891"
"283","CO","Jefferson County, CO",8598,330124,338722,9651,321346,330997,8404,314385,322789,9316,"305,778","315,094"
"284","CO","Kiowa County, CO",15,950,965,17,927,944,16,906,922,17,"829","846"
"285","CO","Kit Carson County, CO",73,4292,4365,85,4207,4292,74,4301,4375,96,"4,438","4,534"
"286","CO","Lake County, CO",116,4878,4994,123,4678,4801,100,4607,4707,132,"4,481","4,613"
"287","CO","La Plata County, CO",810,31495,32305,924,31354,32278,760,30626,31386,889,"30,072","30,961"
"288","CO","Larimer County, CO",4859,201624,206483,5454,195848,201302,4690,190257,194947,5254,"181,951","187,205"
"289","CO","Las Animas County, CO",258,6377,6635,297,6256,6553,249,6004,6253,312,"5,870","6,182"
"290","CO","Lincoln County, CO",56,2375,2431,58,2402,2460,49,2327,2376,58,"2,219","2,277"
"291","CO","Logan County, CO",263,10904,11167,303,10913,11216,258,10833,11091,324,"10,682","11,006"
"292","CO","Mesa County, CO",2628,73986,76614,2962,72652,75614,2892,70704,73596,3841,"68,215","72,056"
"293","CO","Mineral County, CO",12,521,533,13,498,511,9,455,464,10,"453","463"
"294","CO","Moffat County, CO",255,7195,7450,264,7171,7435,242,7077,7319,285,"6,892","7,177"
"295","CO","Montezuma County, CO",552,12486,13038,603,12379,12982,504,12332,12836,632,"12,085","12,717"
"296","CO","Montrose County, CO",683,21327,22010,770,20861,21631,680,20110,20790,830,"19,224","20,054"
"297","CO","Morgan County, CO",436,16146,16582,460,15892,16352,374,15186,15560,519,"14,508","15,027"
"298","CO","Otero County, CO",345,8150,8495,411,7990,8401,339,7924,8263,382,"7,727","8,109"
"299","CO","Ouray County, CO",71,2383,2454,80,2307,2387,64,2195,2259,81,"2,083","2,164"
"300","CO","Park County, CO",282,11010,11292,302,10729,11031,245,10206,10451,274,"9,552","9,826"
"301","CO","Phillips County, CO",42,2589,2631,48,2546,2594,41,2529,2570,49,"2,421","2,470"
"302","CO","Pitkin County, CO",354,11041,11395,413,10821,11234,335,10639,10974,363,"10,365","10,728"
"303","CO","Prowers County, CO",168,6240,6408,201,6087,6288,160,6028,6188,194,"5,806","6,000"
"304","CO","Pueblo County, CO",3129,73147,76276,3543,72004,75547,3177,71495,74672,3495,"69,551","73,046"
"305","CO","Rio Blanco County, CO",111,2908,3019,120,2820,2940,108,2674,2782,139,"2,597","2,736"
"306","CO","Rio Grande County, CO",226,5280,5506,258,5167,5425,230,5135,5365,255,"4,898","5,153"
"307","CO","Routt County, CO",359,16132,16491,423,15815,16238,367,15167,15534,390,"14,504","14,894"
"308","CO","Saguache County, CO",144,3462,3606,161,3374,3535,150,3283,3433,158,"3,068","3,226"
"309","CO","San Juan County, CO",17,553,570,15,508,523,12,515,527,18,"461","479"
"310","CO","San Miguel County, CO",163,5737,5900,186,5377,5563,151,5187,5338,169,"5,012","5,181"
"311","CO","Sedgwick County, CO",25,1206,1231,30,1159,1189,25,1164,1189,27,"1,149","1,176"
"312","CO","Summit County, CO",419,22760,23179,476,22030,22506,404,21409,21813,437,"20,672","21,109"
"313","CO","Teller County, CO",396,12425,12821,446,12096,12542,388,11842,12230,435,"11,288","11,723"
"314","CO","Washington County, CO",59,2941,3000,73,2982,3055,58,2966,3024,63,"2,854","2,917"
"315","CO","Weld County, CO",4331,165670,170001,4801,160252,165053,4184,153366,157550,5119,"144,709","149,828"
"316","CO","Yuma County, CO",98,6126,6224,116,5893,6009,90,5578,5668,116,"5,318","5,434"
"317","CT","Connecticut",71366,1842164,1913530,78773,1821891,1900664,89311,1808328,1897639,97309,"1,794,477","1,891,786"
"318","CT","Fairfield County, CT",17476,463547,481023,19134,460045,479179,21833,457625,479458,23432,"457,145","480,577"
"319","CT","Hartford County, CT",18770,464533,483303,20522,458138,478660,23185,454205,477390,25404,"448,868","474,272"
"320","CT","Litchfield County, CT",3639,101543,105182,4036,100568,104604,4529,99522,104051,4947,"99,796","104,743"
"321","CT","Middlesex County, CT",2993,90703,93696,3294,89517,92811,3766,88817,92583,4098,"88,179","92,277"
"322","CT","New Haven County, CT",18099,443514,461613,20314,438485,458799,23155,434645,457800,25125,"430,672","455,797"
"323","CT","New London County, CT",4963,132423,137386,5462,131394,136856,6203,131267,137470,6978,"129,057","136,035"
"324","CT","Tolland County, CT",2840,84207,87047,3119,83055,86174,3440,82362,85802,3831,"81,489","85,320"
"325","CT","Windham County, CT",2584,61697,64281,2895,60689,63584,3202,59886,63088,3493,"59,271","62,764"
"326","DE","Delaware",18419,468844,487263,18231,463542,481773,21342,454928,476270,21326,"450,526","471,852"
"327","DE","Kent County, DE",3314,76097,79411,3261,74802,78063,3779,73667,77446,3792,"73,404","77,196"
"328","DE","New Castle County, DE",11048,289100,300148,10973,286811,297784,12963,282545,295508,12996,"280,645","293,641"
"329","DE","Sussex County, DE",4058,103648,107706,3998,101930,105928,4601,98716,103317,4538,"96,477","101,015"
"330","DC","District of Columbia",22487,387482,409969,23036,381703,404739,24305,376716,401021,24124,"370,897","395,021"
"331","DC","District of Columbia",22487,387482,409969,23036,381703,404739,24305,376716,401021,24124,"370,897","395,021"
"332","FL","Florida",320689,10016060,10336749,364881,9808656,10173537,424105,9639326,10063431,470057,"9,335,870","9,805,927"
"333","FL","Alachua County, FL",4105,135112,139217,4547,132623,137170,5197,130393,135590,5646,"126,746","132,392"
"334","FL","Baker County, FL",368,11484,11852,406,11225,11631,490,11178,11668,553,"10,844","11,397"
"335","FL","Bay County, FL",3255,80980,84235,3618,84286,87904,3684,84675,88359,4166,"83,595","87,761"
"336","FL","Bradford County, FL",347,10715,11062,381,10751,11132,413,10855,11268,460,"10,381","10,841"
"337","FL","Brevard County, FL",9062,275025,284087,9901,266476,276377,11696,257525,269221,13348,"248,726","262,074"
"338","FL","Broward County, FL",31706,1008813,1040519,35316,995853,1031169,40799,982614,1023413,44941,"957,296","1,002,237"
"339","FL","Calhoun County, FL",197,4622,4819,213,4725,4938,244,4736,4980,284,"4,692","4,976"
"340","FL","Charlotte County, FL",2626,69239,71865,2891,67821,70712,3338,66783,70121,3668,"65,493","69,161"
"341","FL","Citrus County, FL",2281,45096,47377,2522,44929,47451,2830,45097,47927,3197,"44,552","47,749"
"342","FL","Clay County, FL",3251,104467,107718,3550,102156,105706,4075,100222,104297,4517,"96,324","100,841"
"343","FL","Collier County, FL",5586,175040,180626,6233,171288,177521,7217,166305,173522,7853,"161,045","168,898"
"344","FL","Columbia County, FL",966,28831,29797,1126,28259,29385,1288,28076,29364,1442,"28,263","29,705"
"345","FL","DeSoto County, FL",499,13686,14185,549,13145,13694,632,13435,14067,706,"12,741","13,447"
"346","FL","Dixie County, FL",222,5606,5828,246,5526,5772,275,5481,5756,306,"5,334","5,640"
"347","FL","Duval County, FL",16056,475890,491946,17684,465288,482972,20435,458384,478819,22819,"443,960","466,779"
"348","FL","Escambia County, FL",4666,141253,145919,5200,137719,142919,5990,136297,142287,6936,"133,760","140,696"
"349","FL","Flagler County, FL",1795,45235,47030,1943,44659,46602,2232,43985,46217,2478,"42,779","45,257"
"350","FL","Franklin County, FL",164,4486,4650,167,4553,4720,171,4535,4706,204,"4,524","4,728"
"351","FL","Gadsden County, FL",772,18061,18833,850,17506,18356,1002,17184,18186,1133,"17,039","18,172"
"352","FL","Gilchrist County, FL",245,6900,7145,268,6753,7021,304,6526,6830,332,"6,333","6,665"
"353","FL","Glades County, FL",211,5173,5384,209,5012,5221,267,4691,4958,292,"4,416","4,708"
"354","FL","Gulf County, FL",277,5495,5772,272,5719,5991,236,5785,6021,276,"5,679","5,955"
"355","FL","Hamilton County, FL",178,4162,4340,185,4181,4366,210,4109,4319,262,"4,386","4,648"
"356","FL","Hardee County, FL",428,8074,8502,465,8332,8797,529,8448,8977,611,"8,626","9,237"
"357","FL","Hendry County, FL",907,14680,15587,970,14639,15609,1173,14854,16027,1303,"14,071","15,374"
"358","FL","Hernando County, FL",3017,68906,71923,3254,67306,70560,3663,65820,69483,4082,"63,712","67,794"
"359","FL","Highlands County, FL",1642,34452,36094,1797,34647,36444,2072,34377,36449,2321,"33,334","35,655"
"360","FL","Hillsborough County, FL",23152,727117,750269,25418,710221,735639,28588,696922,725510,31126,"674,848","705,974"
"361","FL","Holmes County, FL",246,6701,6947,276,6601,6877,330,6571,6901,360,"6,339","6,699"
"362","FL","Indian River County, FL",2508,62949,65457,2844,62028,64872,3236,60796,64032,3719,"58,348","62,067"
"363","FL","Jackson County, FL",623,16522,17145,701,16520,17221,785,16542,17327,899,"16,408","17,307"
"364","FL","Jefferson County, FL",187,5436,5623,213,5351,5564,241,5264,5505,281,"5,095","5,376"
"365","FL","Lafayette County, FL",86,2769,2855,97,2728,2825,111,2835,2946,129,"2,833","2,962"
"366","FL","Lake County, FL",5108,153919,159027,5612,149768,155380,6382,144851,151233,7051,"138,781","145,832"
"367","FL","Lee County, FL",10911,337116,348027,11901,329035,340936,13811,321870,335681,15118,"313,612","328,730"
"368","FL","Leon County, FL",4780,150713,155493,5273,148467,153740,5981,146378,152359,6763,"143,181","149,944"
"369","FL","Levy County, FL",621,16104,16725,662,16132,16794,753,16047,16800,855,"15,762","16,617"
"370","FL","Liberty County, FL",94,2545,2639,104,2507,2611,120,2504,2624,134,"2,498","2,632"
"371","FL","Madison County, FL",281,7188,7469,289,6994,7283,330,7050,7380,383,"6,929","7,312"
"372","FL","Manatee County, FL",5611,174382,179993,6176,171675,177851,7010,168020,175030,7720,"162,567","170,287"
"373","FL","Marion County, FL",5289,132335,137624,5942,129674,135616,6787,127142,133929,7635,"124,145","131,780"
"374","FL","Martin County, FL",2333,71786,74119,2620,70156,72776,3038,69125,72163,3414,"67,350","70,764"
"375","FL","Miami-Dade County, FL",33065,1350924,1383989,47217,1315474,1362691,61354,1298510,1359864,68877,"1,244,190","1,313,067"
"376","FL","Monroe County, FL",963,45792,46755,1170,43899,45069,1499,44232,45731,1469,"44,898","46,367"
"377","FL","Nassau County, FL",1210,40000,41210,1320,39138,40458,1534,37662,39196,1688,"36,018","37,706"
"378","FL","Okaloosa County, FL",2598,94342,96940,2900,92257,95157,3297,91236,94533,3723,"89,347","93,070"
"379","FL","Okeechobee County, FL",617,17184,17801,665,17027,17692,808,17559,18367,926,"17,187","18,113"
"380","FL","Orange County, FL",22173,740564,762737,24416,721134,745550,27645,702466,730111,30597,"674,711","705,308"
"381","FL","Osceola County, FL",6046,178283,184329,6708,173698,180406,7531,165753,173284,8097,"155,857","163,954"
"382","FL","Palm Beach County, FL",23969,709694,733663,26463,699716,726179,30324,692769,723093,33082,"674,875","707,957"
"383","FL","Pasco County, FL",8310,229631,237941,9143,224130,233273,10259,218330,228589,11340,"210,767","222,107"
"384","FL","Pinellas County, FL",14713,479472,494185,16301,468188,484489,18626,466184,484810,20654,"456,719","477,373"
"385","FL","Polk County, FL",11280,294472,305752,12513,285973,298486,14150,279636,293786,15752,"270,598","286,350"
"386","FL","Putnam County, FL",1150,25413,26563,1320,25403,26723,1481,25587,27068,1705,"25,221","26,926"
"387","FL","St. Johns County, FL",3494,128970,132464,3825,126180,130005,4265,120801,125066,4459,"113,922","118,381"
"388","FL","St. Lucie County, FL",5722,139389,145111,6383,136183,142566,7231,132155,139386,7771,"127,177","134,948"
"389","FL","Santa Rosa County, FL",2455,80448,82903,2743,78497,81240,3097,76050,79147,3413,"72,574","75,987"
"390","FL","Sarasota County, FL",5849,183288,189137,6453,180505,186958,7334,177553,184887,8178,"172,515","180,693"
"391","FL","Seminole County, FL",7444,248085,255529,8175,241721,249896,9267,238299,247566,10282,"231,320","241,602"
"392","FL","Sumter County, FL",1502,31126,32628,1636,29649,31285,1862,28437,30299,2091,"27,239","29,330"
"393","FL","Suwannee County, FL",619,17427,18046,681,17469,18150,787,17580,18367,885,"17,266","18,151"
"394","FL","Taylor County, FL",295,7934,8229,335,8314,8649,396,8385,8781,474,"8,346","8,820"
"395","FL","Union County, FL",137,4501,4638,151,4457,4608,182,4638,4820,206,"4,581","4,787"
"396","FL","Volusia County, FL",8767,245545,254312,9633,242811,252444,11154,238896,250050,12347,"232,679","245,026"
"397","FL","Wakulla County, FL",434,14487,14921,470,14254,14724,524,13983,14507,588,"13,683","14,271"
"398","FL","Walton County, FL",892,30685,31577,988,29984,30972,1107,28972,30079,1235,"27,654","28,889"
"399","FL","Washington County, FL",330,9348,9678,383,9363,9746,431,9367,9798,495,"9,187","9,682"
"400","GA","Georgia",175008,4935310,5110318,200434,4880038,5080472,236554,4812097,5048651,263852,"4,649,755","4,913,607"
"401","GA","Appling County, GA",361,8945,9306,387,8616,9003,504,8741,9245,585,"8,589","9,174"
"402","GA","Atkinson County, GA",143,4552,4695,152,4182,4334,185,3973,4158,208,"3,763","3,971"
"403","GA","Bacon County, GA",176,4790,4966,189,4818,5007,223,4821,5044,260,"4,713","4,973"
"404","GA","Baker County, GA",55,1108,1163,61,1096,1157,76,1158,1234,91,"1,089","1,180"
"405","GA","Baldwin County, GA",738,16671,17409,868,16715,17583,1023,16538,17561,1205,"16,401","17,606"
"406","GA","Banks County, GA",264,9352,9616,298,9194,9492,358,8898,9256,427,"8,374","8,801"
"407","GA","Barrow County, GA",1138,39247,40385,1310,38596,39906,1575,37548,39123,1775,"35,863","37,638"
"408","GA","Bartow County, GA",1654,48885,50539,1887,48075,49962,2262,47201,49463,2464,"45,649","48,113"
"409","GA","Ben Hill County, GA",295,5053,5348,320,5133,5453,421,5036,5457,454,"5,084","5,538"
"410","GA","Berrien County, GA",298,7176,7474,309,7122,7431,375,7000,7375,442,"6,767","7,209"
"411","GA","Bibb County, GA",2647,65249,67896,3101,65631,68732,3658,65754,69412,4072,"64,465","68,537"
"412","GA","Bleckley County, GA",228,4303,4531,264,4323,4587,305,4267,4572,356,"4,139","4,495"
"413","GA","Brantley County, GA",294,6964,7258,327,7002,7329,413,6876,7289,476,"6,609","7,085"
"414","GA","Brooks County, GA",233,6668,6901,273,6656,6929,315,6715,7030,367,"6,632","6,999"
"415","GA","Bryan County, GA",548,17738,18286,614,17618,18232,732,16841,17573,822,"16,079","16,901"
"416","GA","Bulloch County, GA",1370,35170,36540,1569,35309,36878,1831,34764,36595,2055,"33,852","35,907"
"417","GA","Burke County, GA",465,8689,9154,559,8656,9215,659,8657,9316,711,"8,516","9,227"
"418","GA","Butts County, GA",360,10377,10737,432,10204,10636,505,10092,10597,583,"9,778","10,361"
"419","GA","Calhoun County, GA",81,2152,2233,94,2139,2233,117,2126,2243,122,"2,038","2,160"
"420","GA","Camden County, GA",756,20113,20869,870,19929,20799,1048,19762,20810,1169,"19,149","20,318"
"421","GA","Candler County, GA",165,5383,5548,181,5139,5320,212,5006,5218,242,"4,821","5,063"
"422","GA","Carroll County, GA",1885,53325,55210,2185,52470,54655,2734,52048,54782,3209,"50,247","53,456"
"423","GA","Catoosa County, GA",999,32518,33517,1131,32173,33304,1344,31445,32789,1552,"30,569","32,121"
"424","GA","Charlton County, GA",181,4604,4785,206,4576,4782,242,4608,4850,267,"4,466","4,733"
"425","GA","Chatham County, GA",4605,135052,139657,5183,134128,139311,6175,132390,138565,7119,"128,743","135,862"
"426","GA","Chattahoochee County, GA",91,1906,1997,111,1913,2024,134,1850,1984,170,"1,885","2,055"
"427","GA","Chattooga County, GA",512,9795,10307,425,10016,10441,493,10042,10535,657,"9,762","10,419"
"428","GA","Cherokee County, GA",3696,132118,135814,4177,130011,134188,4858,125939,130797,5347,"120,346","125,693"
"429","GA","Clarke County, GA",2099,56997,59096,2403,58133,60536,2864,57928,60792,3232,"55,434","58,666"
"430","GA","Clay County, GA",61,819,880,63,781,844,78,788,866,92,"790","882"
"431","GA","Clayton County, GA",5816,131980,137796,6676,129776,136452,7816,127048,134864,8615,"121,941","130,556"
"432","GA","Clinch County, GA",104,2550,2654,124,2623,2747,151,2618,2769,170,"2,595","2,765"
"433","GA","Cobb County, GA",12575,412592,425167,14351,405949,420300,17052,403070,420122,18798,"390,646","409,444"
"434","GA","Coffee County, GA",731,18138,18869,839,17886,18725,931,17484,18415,1049,"17,008","18,057"
"435","GA","Colquitt County, GA",675,20702,21377,802,20623,21425,986,21046,22032,1106,"19,959","21,065"
"436","GA","Columbia County, GA",2274,72860,75134,2606,72695,75301,3030,71074,74104,3292,"67,640","70,932"
"437","GA","Cook County, GA",270,7718,7988,294,7513,7807,346,7353,7699,406,"7,105","7,511"
